Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Volumen total de recaudación procesada por mes;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Número de convenios activos con entes recaudadores;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Tasa de éxito en el procesamiento de transacciones;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Tiempo promedio de resolución de incidencias operativas;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Porcentaje de cumplimiento de SLA con entes recaudadores;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Número de interfaces tecnológicas operativas;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Tasa de adopción de nuevos servicios de recaudación;;;;;;;
Recaudaciones;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Recaudaciones;3;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Indicador;Satisfacción del cliente con los servicios de recaudación;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Elaborar propuestas de expansión territorial y digital para el crecimiento de la red de adquirencia.;Propuesta de Cobertura y Crecimiento;25;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Monitorear indicadores de performance, retención y rentabilidad de los comercios activos.;Reporte de Performance de Adquirencia;25;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Coordinar campañas de captación, activación y fidelización de comercios, articulando con áreas de marketing y tecnología.;Acciones Comerciales y Campañas Ejecutadas;50;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Genérica;Coordinar el alta de nuevos comercios, evaluar la performance comercial y la fidelización de la red. Identificar oportunidades de expansión territorial y digital.;Red de Comercios Activa y Segmentada;33,3;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Número de comercios activos en la red de adquirencia;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Tasa de crecimiento de la red de comercios por mes;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Volumen de transacciones procesadas por comercio;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Tasa de retención de comercios en la red;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Cobertura territorial de la red de adquirencia;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Porcentaje de comercios digitalizados;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Tiempo promedio de activación de nuevos comercios;;;;;;;
Adquirienca;Medios De Pago;SGD;SGP Negocio > Medios de Pago > Adquirencia;3;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Indicador;Satisfacción del comercio con los servicios de adquirencia;;;;;;;
Customer Insights & Analytics;Marketing;SGD;SGP Negocio > Marketing > Customer Insights & Analytics;3;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Diseñar y ejecutar estudios de satisfacción y fidelización (NPS, CES, CSAT), analizando percepciones multicanal.;Estudios de Satisfacción y Fidelidad;100.0;;;;;
Customer Insights & Analytics;Marketing;SGD;SGP Negocio > Marketing > Customer Insights & Analytics;3;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Genérica;Relevar patrones de comportamiento, construir modelos de segmentación y consolidar tableros analíticos de experiencia cliente (CX).;Dashboard de Insights y Propuestas de Valor;50;;;;;
Customer Insights & Analitics;Marketing;SGD;SGP Negocio > Marketing > Customer Insights & Analytics;3;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Analizar feedback de clientes y usuarios en canales digitales y presenciales, identificando oportunidades de mejora.;Reporte de Oportunidades de Mejora CX;50.0;;;;;
Customer Insights & Analitics;Marketing;SGD;SGP Negocio > Marketing > Customer Insights & Analytics;3;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Construir perfiles de clientes a partir de hábitos de uso, necesidades y valor, para orientar decisiones comerciales.;Segmentación de Clientes y Perfiles de Valor;50.0;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Específica;Definir e implementar la propuesta de valor del Segmento Personas.;Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Específica;Ejecutar y coordinar el desarrollo y seguimiento del plan de negocios para el segmento.;Plan de Negocios del Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Específica;Supervisar ejecución de las áreas bajo su órbita y evaluar impacto comercial. Monitorear la performance del segmento y coordinar acciones de mejora.;Performance y Ajustes;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Específica;Proponer mejoras en la oferta de valor y la experiencia de los clientes del segmento.;Propuestas de Mejora en la Propuesta de Valor;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Específica;Monitorear resultados comerciales, comunicar e impulsar acciones de mejora continua.;Informes de Seguimiento Estratégico;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Definir y liderar la ejecución de la estrategia del negocio asegurando la alineación integral bajo una visión de Cliente en el centro. Responsable del P&L del Segmento Personas.;Ejecución Plan de Negocio;;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Diseñar, implementar y coordinar la estrategia para el Segmento Personas, articulando las acciones de las unidades a cargo. Asegurar el cumplimiento de los objetivos comerciales, de rentabilidad y posicionamiento del banco. Monitorear el desempeño de productos, canales y servicios destinados al segmento y proponer mejoras.;Lineamientos estratégicos del Segmento Personas;;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Definición de Políticas y Directrices. Proponer políticas, lineamientos y prioridades para la gestión integral del negocio de Personas, en coordinación con otras áreas del Banco.;Políticas y Pautas Estratégicas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Planificación Estratégica y Presupuestaria. Proponer y coordinar el Plan de Acción y Presupuesto de Banca Personas, asegurando su alineación con los objetivos corporativos y su ejecución efectiva.;Plan de Acción y Presupuesto del Área;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Evaluar los recursos del área y capacity definiendo expectativas de performance, gestionando el monitoreo del desarrollo y de la productividad.;Administración Eficiente de los Recursos;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Genérica;Transformación y mejora continua. Promover la innovación, transformación digital, uso intensivo de datos y mejora continua en los procesos y modelos de negocio.;Proyectos de transformación y Soluciones de problemas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;Penetración de productos por subsegmento;Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;Vinculación promedio (productos por cliente);Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;Rentabilidad por subsegmento (margen neto / ROA / ROE);Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;NPS del segmento personas;Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;Tasa de migración entre perfiles (ej. joven → activo → consolidado);Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;% digitalización y uso de canales digitales;Propuesta de Valor Segmento Personas;20;;;;;
Segmento Personas;SGP Clientes;SG;SGP Negocio > Segmento Personas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Personas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas.;Indicador;Tasa de abandono y recuperación;Propuesta de Valor Segmento Personas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Específica;Desarrollar y coordinar la implementación de la propuesta de valor para Empresas.;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Específica;Elaborar y ejecutar el plan de negocios para el segmento Empresas.;Plan de Negocios del Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Específica;Supervisar ejecución de las áreas bajo su órbita y evaluar impacto comercial. Supervisar la performance del negocio de Empresas y coordinar acciones de mejora.;Performance y Ajustes;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Específica;Proponer y gestionar mejoras en la oferta de valor y la experiencia de los clientes del segmento. Gestionar propuestas de mejora y productos diferenciados.;Propuestas de mejora de la Propuesta de Valor;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Específica;Monitorear resultados comerciales, comunicar e impulsar acciones de mejora continua.;Informes de Seguimiento Estratégico;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Definir y liderar la ejecución de la estrategia del negocio asegurando la alineación integral bajo una visión de Cliente en el centro. Responsable del P&L del Segmento Empresas.;Ejecución Plan de Negocio;;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Diseñar, implementar y coordinar la estrategia para el Segmento Empresas, articulando las acciones de las unidades a cargo. Asegurar el cumplimiento de los objetivos comerciales, de rentabilidad y posicionamiento del banco. Monitorear el desempeño de productos, canales y servicios destinados al segmento y proponer mejoras.;Lineamientos estratégicos del Segmento Empresas;;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Definición de Políticas y Directrices. Proponer políticas, lineamientos y prioridades para la gestión integral del negocio de Empresas, en coordinación con otras áreas del Banco.;Políticas y Pautas Estratégicas;;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Planificación Estratégica y Presupuestaria. Proponer y coordinar el Plan de Acción y Presupuesto de Banca Empresas, asegurando su alineación con los objetivos corporativos y su ejecución efectiva.;Plan de Acción y Presupuesto del Área;;;;;;
