Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3.0;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Supervisar operación de sucursales, definir lineamientos operativos y articular con soporte.;Instructivos Operativos y Reportes de Gestión;
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3.0;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Controlar cumplimiento de protocolos y resolver incidencias operativas.;Checklist de Sucursales y Reportes de Incidencias;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3.0;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Consolidar indicadores operativos y proponer ajustes de procesos.;KPIs de Sucursales y Acciones Correctivas;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4.0;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Implementar mejoras operativas. Monitorear procesos en sucursales. Supervisar cumplimiento de estándares. Asegurar la disponibilidad de recursos y la articulación con áreas de soporte.;Informe de Operación de Sucursales;
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4.0;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Supervisar la implementación operativa de procesos y servicios en las sucursales.;Cumplimiento Operativo de Estándares;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4.0;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Monitorear el funcionamiento general de las sucursales y canalizar incidencias.;Reporte de Incidencias y Correctivos;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4.0;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Coordinar con áreas de soporte para garantizar el funcionamiento operativo de las sucursales.;Planes de Contingencia y Gestión de Apoyo;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Genérica;Desarrollar y mantener el portafolio de productos de inversión, evaluando desempeño, riesgos y oportunidades del mercado. Coordinar con segmentos y canales para su implementación y monitoreo.;Portafolio de Inversiones Activo;
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Diseñar y proponer nuevos instrumentos de inversión para personas y empresas.;Diseño de Nuevas Alternativas de Inversión;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Monitorear rentabilidad, riesgo y performance del portafolio de inversiones.;Reporte de Performance de Inversiones;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Coordinar con canales la difusión, asesoramiento y soporte comercial de los productos de inversión.;Campañas y Materiales de Asesoramiento;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Evaluar tendencias de mercado y ajustar la oferta de productos en función de oportunidades macro y regulatorias.;Revisión de Estrategia de Inversión;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4.0;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Asegurar el cumplimiento normativo y regulatorio en el diseño y gestión de los productos de inversión.;Reportes de Cumplimiento Regulatorio;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Diseñar, analizar y optimizar los productos de depósitos y cuentas.;Portafolio de Productos de Captación Optimizado;
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Relevar requerimientos del negocio, diseñar nuevas soluciones de ahorro y cuentas.;Nuevas Propuestas de Productos de Pasivo;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Evaluar comportamiento de captaciones y recomendar ajustes comerciales.;Informe de Desempeño y Recomendaciones;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Gestionar la oferta de cuentas, cajas de ahorro, cuentas sueldo y otros instrumentos de captación. Evaluar resultados, comportamiento y rentabilidad. Alinear con estrategia de segmentos.;Portafolio de Productos Pasivos;
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Diseñar nuevos productos de ahorro, cuentas y depósitos.;Diseños de Productos Pasivos;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Monitorear rentabilidad y volumen de captación de productos vigentes.;Informe de Rentabilidad de Pasivos;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4.0;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Coordinar campañas con segmentos y canales para la captación de pasivos.;Ejecución de Campañas de Captación;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Genérica;Coordinar a los responsables zonales, elevar necesidades, gestionar desvíos.;Informe de Supervisión Regional;
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Hacer seguimiento al desempeño comercial, operativo y de cumplimiento en sucursales.;Tablero de Desempeño Regional;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Relevar particularidades zonales y elevar propuestas de mejora a nivel central.;Propuestas Regionales de Mejora;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Genérica;Supervisar el desempeño de sucursales. Asegurar el cumplimiento de normativas y estándares. Articular con áreas centrales para canalizar requerimientos regionales. Impulsar acciones comerciales localizadas.;Informe de Gestión Regional;
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Supervisar la operativa diaria de las sucursales bajo su región.;Seguimiento Operativo Diario;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Canalizar necesidades de las sucursales hacia áreas centrales y dar seguimiento.;Requerimientos Coordinados con Soporte;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4.0;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Impulsar acciones comerciales y de posicionamiento a nivel regional.;Campañas Comerciales Locales;20
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3.0;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Genérica;Diseñar modelos de riesgo, definir políticas, realizar seguimiento de la exposición crediticia.;Modelo de Riesgo y Reportes de Gestión;
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3.0;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Específica;Analizar tendencias de morosidad y anticipar riesgos emergentes.;Alertas Tempranas de Riesgo;50
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3.0;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Específica;Colaborar en diseño de productos con perspectiva de riesgo.;Aportes de Riesgo a Nuevos Productos;50
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Genérica;Identificar oportunidades, coordinar activaciones y evaluar retornos de inversión.;Agenda de Patrocinios y Alianzas;
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Negociar y ejecutar convenios y eventos con alto impacto de marca.;Convenios Ejecutados y Reporte de Visibilidad;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Genérica;Gestionar convenios con entidades públicas, privadas y del tercer sector. Evaluar oportunidades de patrocinio. Supervisar ejecución y visibilidad de las acciones. Medir impacto reputacional y comercial.;Convenios Institucionales Vigentes y Reportes de Impacto;
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Diseñar y formalizar alianzas estratégicas con actores públicos y privados.;Acuerdos y Cartas de Intención Firmadas;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Coordinar acciones de visibilidad y comunicación institucional asociadas a patrocinios.;Eventos y Acciones de Difusión Ejecutadas;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4.0;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Medir impacto de alianzas y patrocinios en términos reputacionales y comerciales.;Informe de Impacto y Recomendaciones;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Genérica;Diseñar piezas institucionales, gestionar campañas y articulación con medios.;Piezas de Comunicación Institucional;
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Ejecutar campañas, coordinar con prensa y mantener manual de marca actualizado.;Campañas Institucionales Ejecutadas;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Genérica;Desarrollar lineamientos de marca. Diseñar y ejecutar campañas de comunicación institucional. Supervisar la aplicación de marca en soportes y canales. Gestionar proveedores de diseño y comunicación.;Lineamientos de Marca y Campañas de Comunicación;
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Desarrollar lineamientos y manuales de marca y velar por su aplicación coherente.;Manual de Identidad Visual;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Diseñar y ejecutar campañas institucionales y de posicionamiento.;Campañas de Posicionamiento;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4.0;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Supervisar proveedores de diseño, prensa y materiales institucionales.;Proveedores Coordinados y Entregables Aprobados;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Genérica;Gestionar pauta, posicionamiento, canales digitales y performance.;Informe de Resultados de Campañas Digitales;
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Diseñar estrategia digital 360°, monitorear KPIs y corregir desvíos.;Optimización Continua de Campañas;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Genérica;Planificar estrategias de medios digitales. Gestionar campañas SEM/SEO, RRSS, programática. Monitorear KPIs de conversión y engagement. Ajustar creatividades y audiencias.;Campañas Digitales Ejecutadas y Dashboards de Performance;
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Planificar y ejecutar campañas en canales digitales con foco en performance.;Calendario de Campañas y Piezas Aprobadas;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Optimizar creatividades, audiencias y estrategia de pauta según resultados.;Matriz de Optimización de Campañas;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4.0;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Medir, analizar y reportar resultados de campañas por canal y audiencia.;Tablero de Performance Digital;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Genérica;Diseñar nuevas funcionalidades, coordinar backlog con tecnología, testear soluciones.;Funcionalidades Liberadas por Iteración;
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Liderar iniciativas de desarrollo con foco en QR, contactless y nuevas tendencias.;Iniciativas de Innovación Digital;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Genérica;Liderar proyectos de desarrollo de nuevos medios de pago. Relevar necesidades. Diseñar funcionalidades. Acompañar la implementación técnica. Documentar los productos resultantes.;Proyectos de Desarrollo de Medios de Pago;
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Relevar y documentar nuevas funcionalidades requeridas por el negocio.;Documentos de Requerimientos Funcionales;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Acompañar el proceso de desarrollo tecnológico de nuevas funcionalidades.;Funcionalidades Implementadas;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4.0;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Coordinar pruebas funcionales y validaciones de nuevas funcionalidades.;Resultados de QA Funcional;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Genérica;Relevar errores, gestionar soporte, mantener manuales, priorizar incidentes.;Backlog Técnico y Manuales Actualizados;
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Planificar mejoras incrementales y asegurar la estabilidad post-deployment.;Incidentes Reducidos y Roadmap Técnico;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Genérica;Administrar el ciclo de vida técnico de los productos. Detectar incidentes. Coordinar actualizaciones funcionales. Interactuar con tecnología y proveedores para asegurar continuidad operativa.;Funcionalidades Actuales y Releases Correctivos;
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Detectar, analizar y priorizar fallas e incidencias en plataformas de medios de pago.;Registro y Resolución de Incidentes;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Gestionar releases técnicos y funcionales con equipos de desarrollo y proveedores.;Releases Coordinados y Documentados;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4.0;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Relevar mejoras funcionales y gestionar su priorización con stakeholders.;Backlog de Features y Priorización Aprobada;25
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4.0;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Genérica;Atender consultas e inquietudes de clientes. Derivar casos a áreas correspondientes. Monitorear niveles de atención y calidad. Proponer mejoras al servicio ofrecido.;Informe de Gestión del Centro de Atención al Cliente;
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4.0;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Gestionar la atención de clientes a través de canales digitales y telefónicos.;Contactos Atendidos y Derivados;40
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4.0;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Monitorear indicadores de servicio, respuesta y satisfacción.;Reporte de Indicadores del CAC;30
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4.0;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Detectar oportunidades de mejora en la atención y proponer soluciones.;Planes de Mejora del Servicio;30
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4.0;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Genérica;Diseñar y actualizar seguros. Coordinar con aseguradoras y áreas legales. Promover campañas de venta cruzada. Evaluar rentabilidad y siniestralidad. Asegurar el cumplimiento normativo.;Catálogo de Seguros Activos y Reportes de Gestión;
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4.0;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Diseñar productos de seguros asociados a productos financieros y servicios del banco.;Catálogo de Productos de Seguros;30
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4.0;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Evaluar resultados de las campañas de seguros, rentabilidad y siniestralidad.;Informe de Gestión de Seguros;35
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4.0;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Coordinar acciones comerciales con aseguradoras y áreas internas.;Campañas Coordinadas y Material Promocional;35
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4.0;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Genérica;Coordinar convenios de recaudación con entidades públicas y privadas. Monitorear volumen y performance. Proponer mejoras tecnológicas y operativas. Asegurar cumplimiento de requisitos regulatorios.;Convenios de Recaudación Activos y Reportes de Gestión;
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4.0;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Gestionar convenios de recaudación con instituciones públicas y privadas.;Matriz de Convenios Activos;35
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4.0;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Monitorear volúmenes de recaudación, cumplimiento operativo y desvíos.;Tablero de Control de Recaudaciones;35
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4.0;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Coordinar acciones de integración tecnológica con entes recaudadores.;Interfaces Operativas Implementadas;30
Gerencia General;;GG;;;Sgp Clientes, SGP Sistemas, Tecnologías y Servicios de IT, SG Riesgo Crediticio;;;;;;;
SGP Sistemas, Tecnologías y Servicios de IT;Gerencia General;SGP;;;;;;;Genérica;;;
SG Riesgo Crediticio;Gerencia General;SG;;;Gestion de Cobranzas, Gestion de Cobranzas, Gestion de Cobranzas, Riesgo Crediticio Personas, Riesgo Crediticio Personas, Riesgo Crediticio Personas;;;;Genérica;;;
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4.0;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Elaborar propuestas de expansión territorial y digital para el crecimiento de la red de adquirencia.;Propuesta de Cobertura y Crecimiento;33,3
