Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación
Data Personas;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Personas;5;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Específica;Diseñar estructura de datos, integrar fuentes y asegurar validaciones.;Modelo de Datos de Personas;50
Data Personas;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Personas;5;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Específica;Proveer datos validados y actualizados para uso comercial y analítico.;Dataset Curado de Personas;50
Data Empresas;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Empresas;5;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Genérica;Gestionar estructura de datos, procesos de carga, calidad y disponibilidad de información del segmento Empresas.;Modelo de Datos Empresariales Estandarizado;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Empresas;5;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Específica;Diseñar e implementar procesos de carga y mantenimiento de datos.;Tablas Actualizadas de Empresas;50
Data Empresas;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Empresas;5;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Específica;Coordinar validaciones cruzadas y disponibilización de vistas para usuarios internos.;Dashboard de Datos de Empresas;50
Data Canales;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Canales;5;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Genérica;Estandarizar fuentes, integrar métricas y generar vistas operativas y estratégicas.;Modelo Unificado de Datos de Canales;
Data Canales;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Canales;5;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Específica;Integrar datos de atención presencial, digital y remota.;Matriz Consolidada de Canales;50
Data Canales;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Canales;5;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Específica;Construir dashboards de performance para cada canal.;Reportes de Seguimiento de Canales;50
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;5;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Genérica;Administrar la calidad, modelo y disponibilidad de datos vinculados a productos, medios de pago y otros ámbitos de negocio.;Tablas Maestras y Modelos de Datos Integrados;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;5;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Específica;Estandarizar modelos y construir procesos ETL para reportes de gestión.;Estructuras de Datos Automatizadas;60
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;Sgp Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;5;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Específica;Proveer dashboards y datasets para monitoreo operativo y estratégico.;Dashboards para Seguimiento del Negocio;40
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Genérica;Definir lineamientos y protocolos de atención en todos los canales. Evaluar experiencia y proponer mejoras.;Modelo Integral de Atención al Cliente;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Desarrollar protocolos de atención omnicanal basados en necesidades del cliente.;Protocolos de Atención Documentados;20
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Evaluar satisfacción del cliente e identificar oportunidades de mejora.;Informe de Resultados y Recomendaciones;20
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;4;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Genérica;Establecer lineamientos del modelo de atención multicanal. Identificar fricciones en la experiencia de los clientes. Diseñar iniciativas de mejora y transformación. Coordinar con canales físicos y digitales.;Modelo de Atención Multicanal y Reportes de Experiencia;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;4;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Diseñar e implementar el modelo de atención alineado con los distintos canales.;Modelo de Atención Documentado;20
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;4;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Identificar fricciones en la experiencia de atención y proponer soluciones.;Mapa de Fricciones y Planes de Mejora;20
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;Sgp Negocio > Canales > Experiencia del Cliente y Modelo de Atención;4;0;No;Táctico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Específica;Monitorear indicadores de experiencia del cliente y proponer mejoras.;Reporte de Indicadores de Experiencia;20
Gestion de Cobranzas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Gestion de Cobranzas;3;0;No;Táctico;Coordinar, supervisar y optimizar los procesos de recuperación de cartera en mora, asegurando eficiencia, cumplimiento normativo y resguardo del vínculo con el cliente.;Genérica;Diseñar estrategias de cobranzas según perfiles y segmentos. Supervisar campañas y gestión operativa.;Plan Integral de Recupero de Cartera;
Gestion de Cobranzas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Gestion de Cobranzas;3;0;No;Táctico;Coordinar, supervisar y optimizar los procesos de recuperación de cartera en mora, asegurando eficiencia, cumplimiento normativo y resguardo del vínculo con el cliente.;Específica;Definir parámetros de segmentación, herramientas y canales de cobro.;Estrategia de Segmentación de Mora;50
Gestion de Cobranzas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Gestion de Cobranzas;3;0;No;Táctico;Coordinar, supervisar y optimizar los procesos de recuperación de cartera en mora, asegurando eficiencia, cumplimiento normativo y resguardo del vínculo con el cliente.;Específica;Monitorear gestión tercerizada, resultados y cumplimiento de metas.;Informes de Gestión de Cobranzas;50
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Genérica;Supervisar la implementación de iniciativas comerciales en red de atención. Consolidar resultados.;Tablero de Ejecución Comercial;
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Alinear equipos comerciales con campañas activas, segmentación y foco estratégico.;Informe de Implementación;20
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Proponer ajustes según feedback de red y resultados de las campañas.;Recomendaciones de Ajuste Comercial;20
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;4;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Genérica;Consolidar información de gestión comercial. Coordinar la ejecución de acciones con los canales físicos y digitales. Monitorear resultados y proponer ajustes para el cumplimiento de metas.;Reporte de Gestión Comercial de Canales;
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;4;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Consolidar y analizar indicadores de gestión comercial en todos los canales.;Dashboard de Resultados Comerciales;20
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;4;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Coordinar la ejecución de acciones comerciales y campañas en canales físicos y digitales.;Ejecución de Campañas Comerciales;20
Gestión Comercial;Canales;GD;Sgp Negocio > Canales > Gestión Comercial;4;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Específica;Proponer ajustes a la gestión y diseño de acciones comerciales en base al análisis de resultados.;Propuesta de Mejora Comercial;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Supervisar operación de sucursales, definir lineamientos operativos y articular con soporte.;Instructivos Operativos y Reportes de Gestión;
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Controlar cumplimiento de protocolos y resolver incidencias operativas.;Checklist de Sucursales y Reportes de Incidencias;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Consolidar indicadores operativos y proponer ajustes de procesos.;KPIs de Sucursales y Acciones Correctivas;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Implementar mejoras operativas. Monitorear procesos en sucursales. Supervisar cumplimiento de estándares. Asegurar la disponibilidad de recursos y la articulación con áreas de soporte.;Informe de Operación de Sucursales;
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Supervisar la implementación operativa de procesos y servicios en las sucursales.;Cumplimiento Operativo de Estándares;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Monitorear el funcionamiento general de las sucursales y canalizar incidencias.;Reporte de Incidencias y Correctivos;20
Gestión Operativa De Sucursales;Canales;GD;Sgp Negocio > Canales > Gestión Operativa de Sucursales;4;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Coordinar con áreas de soporte para garantizar el funcionamiento operativo de las sucursales.;Planes de Contingencia y Gestión de Apoyo;20
Inversiones;Producto;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Genérica;Monitorear el desempeño de productos, proponer mejoras, coordinar con equipos de riesgo y normativos.;Portafolio de Productos de Inversión;
Inversiones;Producto;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Específica;Relevar oportunidades de nuevos productos con foco en digitalización y rentabilidad.;Propuestas de Nuevos Productos;20
Inversiones;Producto;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Específica;Coordinar con compliance y normativas para asegurar el marco de cada instrumento.;Cumplimiento Regulatorio de Inversiones;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Genérica;Desarrollar productos de inversión (plazos fijos, fondos comunes, bonos, etc.). Evaluar desempeño y riesgos. Coordinar con canales y segmentos para su promoción y monitoreo.;Portafolio de Inversiones Activo;
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Específica;Diseñar y proponer nuevos instrumentos de inversión para clientes individuales y empresas.;Diseño de Nuevas Alternativas de Inversión;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Específica;Monitorear rentabilidad, riesgo y performance de productos de inversión.;Reporte de Performance de Inversiones;20
Inversiones;Productos;SGD;Sgp Negocio > Productos > Inversiones;4;0;No;Táctico;Diseñar y coordinar la oferta de productos de inversión, alineados a las necesidades del mercado y objetivos de captación y retención de clientes.;Específica;Coordinar difusión y asesoramiento en canales para productos de inversión.;Campañas y Materiales de Asesoramiento;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Diseñar, analizar y optimizar los productos de depósitos y cuentas.;Portafolio de Productos de Captación Optimizado;
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Relevar requerimientos del negocio, diseñar nuevas soluciones de ahorro y cuentas.;Nuevas Propuestas de Productos de Pasivo;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Evaluar comportamiento de captaciones y recomendar ajustes comerciales.;Informe de Desempeño y Recomendaciones;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Gestionar la oferta de cuentas, cajas de ahorro, cuentas sueldo y otros instrumentos de captación. Evaluar resultados, comportamiento y rentabilidad. Alinear con estrategia de segmentos.;Portafolio de Productos Pasivos;
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Diseñar nuevos productos de ahorro, cuentas y depósitos.;Diseños de Productos Pasivos;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Monitorear rentabilidad y volumen de captación de productos vigentes.;Informe de Rentabilidad de Pasivos;20
Pasivos;Productos;SGD;Sgp Negocio > Productos > Pasivos;4;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Coordinar campañas con segmentos y canales para la captación de pasivos.;Ejecución de Campañas de Captación;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Genérica;Coordinar a los responsables zonales, elevar necesidades, gestionar desvíos.;Informe de Supervisión Regional;
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Hacer seguimiento al desempeño comercial, operativo y de cumplimiento en sucursales.;Tablero de Desempeño Regional;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;0;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Relevar particularidades zonales y elevar propuestas de mejora a nivel central.;Propuestas Regionales de Mejora;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Genérica;Supervisar el desempeño de sucursales. Asegurar el cumplimiento de normativas y estándares. Articular con áreas centrales para canalizar requerimientos regionales. Impulsar acciones comerciales localizadas.;Informe de Gestión Regional;
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Supervisar la operativa diaria de las sucursales bajo su región.;Seguimiento Operativo Diario;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Canalizar necesidades de las sucursales hacia áreas centrales y dar seguimiento.;Requerimientos Coordinados con Soporte;20
Regionales;Canales;SGD;Sgp Negocio > Canales > Regionales;4;Sí;Sí;Táctico;Supervisar y coordinar el funcionamiento de las unidades operativas en cada región, asegurando alineamiento a los lineamientos centrales y particularidades territoriales.;Específica;Impulsar acciones comerciales y de posicionamiento a nivel regional.;Campañas Comerciales Locales;20
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Genérica;Diseñar modelos de riesgo, definir políticas, realizar seguimiento de la exposición crediticia.;Modelo de Riesgo y Reportes de Gestión;
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Específica;Analizar tendencias de morosidad y anticipar riesgos emergentes.;Alertas Tempranas de Riesgo;50
Riesgo Crediticio Personas;SG Riesgo Crediticio;GD;SG Riesgo Crediticio > Riesgo Crediticio Personas;3;0;No;Analítico;Evaluar, definir y controlar los lineamientos de riesgo crediticio del segmento Personas, equilibrando inclusión, rentabilidad y seguridad financiera.;Específica;Colaborar en diseño de productos con perspectiva de riesgo.;Aportes de Riesgo a Nuevos Productos;50
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Genérica;Identificar oportunidades, coordinar activaciones y evaluar retornos de inversión.;Agenda de Patrocinios y Alianzas;
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Negociar y ejecutar convenios y eventos con alto impacto de marca.;Convenios Ejecutados y Reporte de Visibilidad;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Genérica;Gestionar convenios con entidades públicas, privadas y del tercer sector. Evaluar oportunidades de patrocinio. Supervisar ejecución y visibilidad de las acciones. Medir impacto reputacional y comercial.;Convenios Institucionales Vigentes y Reportes de Impacto;
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Diseñar y formalizar alianzas estratégicas con actores públicos y privados.;Acuerdos y Cartas de Intención Firmadas;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Coordinar acciones de visibilidad y comunicación institucional asociadas a patrocinios.;Eventos y Acciones de Difusión Ejecutadas;25
Alianzas y Patrocinios;Marketing;SGD;Sgp Negocio > Marketing > Alianzas y Patrocinios;4;0;No;Táctico;Gestionar alianzas estratégicas, acuerdos institucionales y patrocinios que potencien la visibilidad y posicionamiento de la marca Banco Nación.;Específica;Medir impacto de alianzas y patrocinios en términos reputacionales y comerciales.;Informe de Impacto y Recomendaciones;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Genérica;Diseñar piezas institucionales, gestionar campañas y articulación con medios.;Piezas de Comunicación Institucional;
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Ejecutar campañas, coordinar con prensa y mantener manual de marca actualizado.;Campañas Institucionales Ejecutadas;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Genérica;Desarrollar lineamientos de marca. Diseñar y ejecutar campañas de comunicación institucional. Supervisar la aplicación de marca en soportes y canales. Gestionar proveedores de diseño y comunicación.;Lineamientos de Marca y Campañas de Comunicación;
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Desarrollar lineamientos y manuales de marca y velar por su aplicación coherente.;Manual de Identidad Visual;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Diseñar y ejecutar campañas institucionales y de posicionamiento.;Campañas de Posicionamiento;25
Branding y Comunicaciones;Marketing;SGD;Sgp Negocio > Marketing > Branding y Comunicaciones;4;0;No;Táctico;Diseñar y coordinar la identidad de marca y la comunicación institucional del Banco, asegurando coherencia, impacto positivo y alineación estratégica.;Específica;Supervisar proveedores de diseño, prensa y materiales institucionales.;Proveedores Coordinados y Entregables Aprobados;25
Customer Insights & Analitics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Analítico;Obtener, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, para orientar acciones comerciales, de comunicación y fidelización.;Genérica;Relevar patrones, diseñar modelos de segmentación y consolidar tableros CX.;Dashboard de Insights y Propuestas de Valor;
Customer Insights & Analitics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Analítico;Obtener, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, para orientar acciones comerciales, de comunicación y fidelización.;Específica;Elaborar análisis conductual, NPS y feedback multicanal para CX.;Estudios de Satisfacción y Fidelidad;100
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Genérica;Gestionar pauta, posicionamiento, canales digitales y performance.;Informe de Resultados de Campañas Digitales;
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Diseñar estrategia digital 360°, monitorear KPIs y corregir desvíos.;Optimización Continua de Campañas;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Genérica;Planificar estrategias de medios digitales. Gestionar campañas SEM/SEO, RRSS, programática. Monitorear KPIs de conversión y engagement. Ajustar creatividades y audiencias.;Campañas Digitales Ejecutadas y Dashboards de Performance;
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Planificar y ejecutar campañas en canales digitales con foco en performance.;Calendario de Campañas y Piezas Aprobadas;25
